pid,item_name,vendor_name,product_line,product_topCategory,instock_num,in_stock,out_of_stock,cost_price,item_url,url
3701776,Twisted Active Tee - 100% Exclusive,AQUA,TEES,Women,6,M,"XS,S,L,XL",48,https://www.bloomingdales.com/shop/product/aqua-athletic-twisted-active-tee-100-exclusive?ID=3701776,"https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/10925350_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4050308,Slalom High Rise Bike Shorts,KORAL,SHORTS,Women,6,"XS,S,M,L",,70,https://www.bloomingdales.com/shop/product/koral-slalom-high-rise-bike-shorts?ID=4050308,"https://images.bloomingdalesassets.com/is/image/BLM/products/9/optimized/11360479_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4089061,Cool Breeze Cotton Tank Top,Alo Yoga,TOP,Women,6,"XXS,XS,S,M,L,XL,XXL",,42,https://www.bloomingdales.com/shop/product/alo-yoga-cool-breeze-cotton-tank-top?ID=4089061,"https://images.bloomingdalesassets.com/is/image/BLM/products/4/optimized/11692954_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4110817,Explorer Zip Jacket,Sweaty Betty,JACKET,Women,6,"XS,S,M,L",,138,https://www.bloomingdales.com/shop/product/sweaty-betty-explorer-zip-jacket?ID=4110817,"https://images.bloomingdalesassets.com/is/image/BLM/products/8/optimized/11671028_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4063948,Dreamy Crop Top ,Alo Yoga,TEES,Women,6,"XS,S,M,L,XL",,54,https://www.bloomingdales.com/shop/product/alo-yoga-dreamy-crop-top?ID=4063948,"https://images.bloomingdalesassets.com/is/image/BLM/products/8/optimized/11567678_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3286748,Limitless Convertible Sports Bra,Natori,BRA,Women,6,"XS,L","S,M",38,https://www.bloomingdales.com/shop/product/natori-limitless-convertible-sports-bra?ID=3286748,"https://images.bloomingdalesassets.com/is/image/BLM/products/5/optimized/10341715_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4102966,Star Graphic Bike Shorts,AQUA,SHORTS,Women,6,"XS,S,M,L,XL",,48,https://www.bloomingdales.com/shop/product/aqua-athletic-star-graphic-bike-shorts?ID=4102966,"https://images.bloomingdalesassets.com/is/image/BLM/products/5/optimized/11485225_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3644098,Airweight Leggings,Splits59,PANTS,Women,6,M,"XS,S,L",98,https://www.bloomingdales.com/shop/product/splits59-airweight-leggings?ID=3644098,"https://images.bloomingdalesassets.com/is/image/BLM/products/2/optimized/11259412_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4102899,Leather & Mesh Moto Jacket,Blanc Noir,JACKET,Women,6,"XS,S,M,L,XL",,299,https://www.bloomingdales.com/shop/product/blanc-noir-leather-mesh-moto-jacket?ID=4102899,"https://images.bloomingdalesassets.com/is/image/BLM/products/1/optimized/10200281_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4015558,Cheetah Burnout Tank,Terez,TOP,Women,6,"XS,S,M","L,XL",70,https://www.bloomingdales.com/shop/product/terez-cheetah-burnout-tank?ID=4015558,"https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/11495670_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4083691,Infinity Illuminate Bootcut Leggings,KORAL,PANTS,Women,6,,,105,https://www.bloomingdales.com/shop/product/koral-infinity-illuminate-bootcut-leggings?ID=4083691,"https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/11633756_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
2904444,Brandi Sport Underwire Bra,Wacoal,BRA,Women,6,"XS,S,M,L",XL,54,https://www.bloomingdales.com/shop/product/wacoal-brandi-sport-underwire-bra?ID=2904444,"https://images.bloomingdalesassets.com/is/image/BLM/products/9/optimized/10776619_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
2649126,Aerate Mesh Tank,KORAL,TOP,Women,6,"XS,S,M,L",,65,https://www.bloomingdales.com/shop/product/koral-aerate-mesh-tank?ID=2649126,"https://images.bloomingdalesassets.com/is/image/BLM/products/7/optimized/9749527_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3738831,Loren Seamless Bra,Splits59,BRA,Women,6,"S,M,L",,42,https://www.bloomingdales.com/shop/product/splits59-loren-seamless-bra?ID=3738831,"https://images.bloomingdalesassets.com/is/image/BLM/products/7/optimized/10827307_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4010030,Printed Sports Bra - 100% Exclusive,AQUA,BRA,Women,6,"XS,S,M,L",XL,48,https://www.bloomingdales.com/shop/product/aqua-athletic-printed-sports-bra-100-exclusive?ID=4010030,"https://images.bloomingdalesassets.com/is/image/BLM/products/4/optimized/11470564_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3964430,Infinity Tank,Blanc Noir,TOP,Women,6,"XS,S,M,L,XL",,59,https://www.bloomingdales.com/shop/product/blanc-noir-infinity-tank?ID=3964430,"https://images.bloomingdalesassets.com/is/image/BLM/products/1/optimized/11361921_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3986330,Agility Cropped Sweatshirt,P.E NATION,SWEATSHIRTS,Women,6,"XS,S,M,L",XL,140,https://www.bloomingdales.com/shop/product/p.e-nation-agility-cropped-sweatshirt?ID=3986330,"https://images.bloomingdalesassets.com/is/image/BLM/products/8/optimized/11465808_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3792218,Marvel High Rise Leggings  ,HEROINE SPORT,PANTS,Women,6,,,99,https://www.bloomingdales.com/shop/product/heroine-sport-marvel-high-rise-leggings?ID=3792218,"https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/11510936_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3192267,High-Rise Heathered Lounge Leggings ,Alo Yoga,PANTS,Women,6,"XS,S,M,L,XL",XXL,98,https://www.bloomingdales.com/shop/product/alo-yoga-high-rise-heathered-lounge-leggings?ID=3192267,"https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/11412640_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3182151,Lindsey Sport Contour Underwire Bra,Wacoal,BRA,Women,6,"XS,S,M,L",,70,https://www.bloomingdales.com/shop/product/wacoal-lindsey-sport-contour-underwire-bra?ID=3182151,"https://images.bloomingdalesassets.com/is/image/BLM/products/9/optimized/10319229_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4058470,Club Collared Tank,Year of Ours,TOP,Women,6,XS,"S,M,L,XL",92,https://www.bloomingdales.com/shop/product/year-of-ours-club-collared-tank?ID=4058470,"https://images.bloomingdalesassets.com/is/image/BLM/products/9/optimized/11544489_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3934626,Exhale High Waist Full Tights  ,PUMA,PANTS,Women,6,"XS,S,M,L",,100,https://www.bloomingdales.com/shop/product/puma-exhale-high-waist-full-tights?ID=3934626,"https://images.bloomingdalesassets.com/is/image/BLM/products/7/optimized/11290387_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3992354,Soho Jogger Pants,Alo Yoga,PANTS,Women,6,"M,L","XS,S,XL",98,https://www.bloomingdales.com/shop/product/alo-yoga-soho-jogger-pants?ID=3992354,"https://images.bloomingdalesassets.com/is/image/BLM/products/9/optimized/11433249_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3986328,Opponent Sports Bra,P.E NATION,BRA,Women,6,"XS,S,M,L",XL,95,https://www.bloomingdales.com/shop/product/p.e-nation-opponent-sports-bra?ID=3986328,"https://images.bloomingdalesassets.com/is/image/BLM/products/4/optimized/11465904_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4067707,Animal Print Leggings - 100% Exclusive,AQUA,PANTS,Women,6,"XS,S","M,L,XL",68,https://www.bloomingdales.com/shop/product/aqua-athletic-animal-print-leggings-100-exclusive?ID=4067707,"https://images.bloomingdalesassets.com/is/image/BLM/products/8/optimized/11587628_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3929242,On the Go Mock Neck Jacket,Beyond Yoga,SWEATSHIRTS,Women,6,"XS,S,M,L",XL,128,https://www.bloomingdales.com/shop/product/beyond-yoga-on-the-go-mock-neck-jacket?ID=3929242,"https://images.bloomingdalesassets.com/is/image/BLM/products/5/optimized/11431435_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3934617,Endurance Tank ,P.E NATION,TOP,Women,6,"XS,S,M,L",,65,https://www.bloomingdales.com/shop/product/p.e-nation-endurance-tank?ID=3934617,"https://images.bloomingdalesassets.com/is/image/BLM/products/8/optimized/11368558_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4026108,P.E. NATION Box Out Cropped Top ,P.E NATION,TOP,Women,6,"XS,S,M,L",,120,https://www.bloomingdales.com/shop/product/p.e.-nation-box-out-cropped-top?ID=4026108,"https://images.bloomingdalesassets.com/is/image/BLM/products/2/optimized/11494712_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3644097,Reena Drawstring Sweatpants,Splits59,PANTS,Women,6,"XS,S,M,L,XL",,114,https://www.bloomingdales.com/shop/product/splits59-reena-drawstring-sweatpants?ID=3644097,"https://images.bloomingdalesassets.com/is/image/BLM/products/9/optimized/10827369_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4026970,Get Set Shorts,Free People,SHORTS,Women,6,"XS,S,M,L,XL",2X,28,https://www.bloomingdales.com/shop/product/fp-movement-by-free-people-get-set-shorts?ID=4026970,"https://images.bloomingdalesassets.com/is/image/BLM/products/1/optimized/11557481_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4067711,Animal Print Sports Bra - 100% Exclusive,AQUA,BRA,Women,6,"XS,S,M,L",,48,https://www.bloomingdales.com/shop/product/aqua-athletic-animal-print-sports-bra-100-exclusive?ID=4067711,"https://images.bloomingdalesassets.com/is/image/BLM/products/2/optimized/11587692_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3884756,Michelle Sport Contour Underwire Bra,Wacoal,BRA,Women,6,XS,"S,M,L,XL",72,https://www.bloomingdales.com/shop/product/wacoal-michelle-sport-contour-underwire-bra?ID=3884756,"https://images.bloomingdalesassets.com/is/image/BLM/products/2/optimized/11285472_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4054854,Ruched Back Cropped Tee,Beyond Yoga,TEES,Women,6,XS,"S,M,L",64,https://www.bloomingdales.com/shop/product/beyond-yoga-ruched-back-cropped-tee?ID=4054854,"https://images.bloomingdalesassets.com/is/image/BLM/products/5/optimized/11551935_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4016081,Ribbed Biker Shorts,Year of Ours,SHORTS,Women,6,"XS,L","S,M,XL",77,https://www.bloomingdales.com/shop/product/year-of-ours-ribbed-biker-shorts?ID=4016081,"https://images.bloomingdalesassets.com/is/image/BLM/products/9/optimized/11557789_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3868568,Foil Star High Rise Ankle Leggings - 100% Exclusive,AQUA,PANTS,Women,6,"XS,S,M,L",,68,https://www.bloomingdales.com/shop/product/aqua-athletic-foil-star-high-rise-ankle-leggings-100-exclusive?ID=3868568,"https://images.bloomingdalesassets.com/is/image/BLM/products/2/optimized/11530762_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3703112,Tall Band Cheetah Print Leggings,Terez,PANTS,Women,6,XS,"S,M,L",100,https://www.bloomingdales.com/shop/product/terez-tall-band-cheetah-print-leggings?ID=3703112,"https://images.bloomingdalesassets.com/is/image/BLM/products/9/optimized/11140039_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3926100,Longline Diamond Print Sports Bra - 100% Exclusive,AQUA,BRA,Women,6,"XS,S,M,L,XL",,48,https://www.bloomingdales.com/shop/product/aqua-athletic-longline-diamond-print-sports-bra-100-exclusive?ID=3926100,"https://images.bloomingdalesassets.com/is/image/BLM/products/5/optimized/11326515_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3964073,Space Dye Slim Racerback Sports Bra,Beyond Yoga,BRA,Women,6,"S,M,L,XL",XS,58,https://www.bloomingdales.com/shop/product/beyond-yoga-space-dye-slim-racerback-sports-bra?ID=3964073,"https://images.bloomingdalesassets.com/is/image/BLM/products/2/optimized/11373992_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3994207,Star Graphic Bike Shorts,AQUA,SHORTS,Women,6,"XS,S,M,L",,48,https://www.bloomingdales.com/shop/product/aqua-athletic-star-graphic-bike-shorts?ID=3994207,"https://images.bloomingdalesassets.com/is/image/BLM/products/4/optimized/11485224_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3524279,Glimpse Long Sleeve Top,Alo Yoga,TOP,Women,6,"XS,S,M,L",XL,68,https://www.bloomingdales.com/shop/product/alo-yoga-glimpse-long-sleeve-top?ID=3524279,"https://images.bloomingdalesassets.com/is/image/BLM/products/9/optimized/11425919_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4022126,Heads Up Sweatshirt,P.E NATION,SWEATSHIRTS,Women,6,"XS,S,M,L,XL",,120,https://www.bloomingdales.com/shop/product/p.e-nation-heads-up-sweatshirt?ID=4022126,"https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/11539826_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3943239,Cotton Boyfriend Sweatpants,Year of Ours,PANTS,Women,6,"XS,S,M,L",XL,125,https://www.bloomingdales.com/shop/product/year-of-ours-cotton-boyfriend-sweatpants?ID=3943239,"https://images.bloomingdalesassets.com/is/image/BLM/products/7/optimized/11345127_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4067708,Color Blocked Sports Bra - 100% Exclusive,AQUA,BRA,Women,6,"XS,S","M,L,XL",48,https://www.bloomingdales.com/shop/product/aqua-athletic-color-blocked-sports-bra-100-exclusive?ID=4067708,"https://images.bloomingdalesassets.com/is/image/BLM/products/7/optimized/11587687_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4102959,Leah Infinity Sports Bra,KORAL,BRA,Women,6,"XS,S,M,L",XL,65,https://www.bloomingdales.com/shop/product/koral-leah-infinity-sports-bra?ID=4102959,"https://images.bloomingdalesassets.com/is/image/BLM/products/3/optimized/11425963_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3971658,Soleil Colorblocked Leggings ,Solid & Striped,PANTS,Women,6,"XS,S,L,XL",M,118,https://www.bloomingdales.com/shop/product/solid-striped-soleil-colorblocked-leggings?ID=3971658,"https://images.bloomingdalesassets.com/is/image/BLM/products/1/optimized/11458541_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3986331,Opponent Leggings,P.E NATION,PANTS,Women,6,"XS,S,M,L",,140,https://www.bloomingdales.com/shop/product/p.e-nation-opponent-leggings?ID=3986331,"https://images.bloomingdalesassets.com/is/image/BLM/products/2/optimized/11465902_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3976314,Norah Infinity Sports Bra,KORAL,BRA,Women,6,"XS,S,M,L",,80,https://www.bloomingdales.com/shop/product/koral-norah-infinity-sports-bra?ID=3976314,"https://images.bloomingdalesassets.com/is/image/BLM/products/3/optimized/11059543_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4038879,Steffi Techflex Shorts,Splits59,SHORTS,Women,6,"XS,S","M,L",78,https://www.bloomingdales.com/shop/product/splits59-steffi-techflex-shorts?ID=4038879,"https://images.bloomingdalesassets.com/is/image/BLM/products/1/optimized/11502321_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3943238,Collegiate Cotton Sweatshirt,Year of Ours,SWEATSHIRTS,Women,6,"XS,S,M,L,XL",,114,https://www.bloomingdales.com/shop/product/year-of-ours-collegiate-cotton-sweatshirt?ID=3943238,"https://images.bloomingdalesassets.com/is/image/BLM/products/5/optimized/11345125_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4026958,Work It Out Hoodie,Free People,SWEATSHIRTS,Women,6,"XS,S","M,L,XL",68,https://www.bloomingdales.com/shop/product/fp-movement-by-free-people-work-it-out-hoodie?ID=4026958,"https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/11605330_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4057759,Franky French Terry Sweatshirt,Splits59,SWEATSHIRTS,Women,6,"XS,S,M,L,XL",2X,118,https://www.bloomingdales.com/shop/product/splits59-franky-french-terry-sweatshirt?ID=4057759,"https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/11298520_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3609394,Stadium Quarter-Zip Hooded Sweatshirt ,Alo Yoga,SWEATSHIRTS,Women,6,,,108,https://www.bloomingdales.com/shop/product/alo-yoga-stadium-quarter-zip-hooded-sweatshirt?ID=3609394,"https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/11241260_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4050504,Diamond Press Sports Bra,P.E NATION,BRA,Women,6,"XS,S,M,L,XL",,90,https://www.bloomingdales.com/shop/product/p.e-nation-diamond-press-sports-bra?ID=4050504,"https://images.bloomingdalesassets.com/is/image/BLM/products/1/optimized/11553061_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4087660,Spacedye Printed Slim Racerback Cropped Tank Top,Beyond Yoga,BRA,Women,6,"XS,S,M,L,XL",,68,https://www.bloomingdales.com/shop/product/beyond-yoga-spacedye-printed-slim-racerback-cropped-tank-top?ID=4087660,"https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/11300326_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4016076,Football Ribbed Sports Bra,Year of Ours,BRA,Women,6,No sizes,No sizes,77,https://www.bloomingdales.com/shop/product/year-of-ours-football-ribbed-sports-bra?ID=4016076,"https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/11558306_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
309306,Simone Sport Underwire Bra,Wacoal,BRA,Women,6,No sizes,No sizes,68,https://www.bloomingdales.com/shop/product/wacoal-simone-sport-underwire-bra?ID=309306,"https://images.bloomingdalesassets.com/is/image/BLM/products/1/optimized/11049311_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4027896,Layered Boxing Shorts,HEROINE SPORT,SHORTS,Women,6,No sizes,No sizes,125,https://www.bloomingdales.com/shop/product/heroine-sport-layered-boxing-shorts?ID=4027896,"https://images.bloomingdalesassets.com/is/image/BLM/products/9/optimized/11510739_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3934783,Center Stage High Waist Pocket Leggings,All Access,PANTS,Women,6,No sizes,No sizes,98,https://www.bloomingdales.com/shop/product/all-access-center-stage-high-waist-pocket-leggings?ID=3934783,"https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/11300330_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"pid,item_name,vendor_name,product_line,product_topCategory,instock_num,in_stock,out_of_stock,cost_price,item_url,url
3971658,Soleil Colorblocked Leggings ,Solid & Striped,PANTS,Women,6,"XS,S,M,L,XL",,118,https://www.bloomingdales.com/shop/product/solid-striped-soleil-colorblocked-leggings?ID=3971658,"https://images.bloomingdalesassets.com/is/image/BLM/products/1/optimized/11458541_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4058433,The Flight Pants,Year of Ours,PANTS,Women,6,"XS,S,M,L,XL",,106,https://www.bloomingdales.com/shop/product/year-of-ours-the-flight-pants?ID=4058433,"https://images.bloomingdalesassets.com/is/image/BLM/products/9/optimized/11567819_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3971654,Soleil Zip Front Leggings ,Solid & Striped,PANTS,Women,6,"XS,S,M","L,XL",118,https://www.bloomingdales.com/shop/product/solid-striped-soleil-zip-front-leggings?ID=3971654,"https://images.bloomingdalesassets.com/is/image/BLM/products/2/optimized/11458542_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3537137,COR Ombr&eacute; Star Leggings ,COR designed by Ultracor,PANTS,Women,6,"XS,S,M,L,XL",,130,https://www.bloomingdales.com/shop/product/cor-ombre-star-leggings?ID=3537137,"https://images.bloomingdalesassets.com/is/image/BLM/products/8/optimized/10630798_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3929242,On the Go Mock Neck Jacket,Beyond Yoga,SWEATSHIRTS,Women,6,"M,L","XS,S,XL",128,https://www.bloomingdales.com/shop/product/beyond-yoga-on-the-go-mock-neck-jacket?ID=3929242,"https://images.bloomingdalesassets.com/is/image/BLM/products/5/optimized/11431435_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4083690,Infinity Illuminate Bootcut Leggings,KORAL,PANTS,Women,6,"XS,S,M","L,XL",115,https://www.bloomingdales.com/shop/product/koral-infinity-illuminate-bootcut-leggings?ID=4083690,"https://images.bloomingdalesassets.com/is/image/BLM/products/2/optimized/11633752_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
4083691,Infinity Illuminate Bootcut Leggings,KORAL,PANTS,Women,6,"XS,S,M","L,XL",105,https://www.bloomingdales.com/shop/product/koral-infinity-illuminate-bootcut-leggings?ID=4083691,"https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/11633756_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
3840183,Sheer Illusion Sports Bra,Le Myst&egrave;re,BRA,Women,6,"32B,32C,32D,32E,32F,34B,34C,34D,34E,34F,36B,36C,36D,36E,36F,38B,38C,38D,38E","32G,34G,36G,38F",64,https://www.bloomingdales.com/shop/product/le-mystere-sheer-illusion-sports-bra?ID=3840183,"https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/11271880_fpx.tif?$2014_BROWSE_FASHION$&fmt=webp&op_usm=0.7,1.0,0.5,0&resMode=sharp2&qlt=85,0&wid=312&hei=390"
